Frame Index ,Area (microns^2) ,Centroid X (microns) ,Centroid Y (microns) ,Width (microns) ,Height (microns) ,Aspect Ratio ,Solidity
        167 ,     104193000.0 ,                 660 ,                 710 ,            550 ,             940 ,      0.5851 ,  0.9843
        168 ,      61608000.0 ,                 660 ,                1690 ,            490 ,             640 ,      0.7656 ,  0.9821
        169 ,      39474000.0 ,                 640 ,                 170 ,            470 ,             400 ,      1.175  ,  0.9821
        170 ,      67345500.0 ,                 660 ,                1900 ,            410 ,             810 ,      0.5062 ,  0.9798
        171 ,      54391500.0 ,                 650 ,                 310 ,            400 ,             650 ,      0.6154 ,  0.9748
        172 ,      70507500.0 ,                 640 ,                1070 ,            420 ,             830 ,      0.506  ,  0.9727
        173 ,      73491000.0 ,                 640 ,                1380 ,            500 ,             770 ,      0.6494 ,  0.9815
        174 ,      56686500.0 ,                 660 ,                1250 ,            450 ,             640 ,      0.7031 ,  0.979
        175 ,      52504500.0 ,                 640 ,                1530 ,            440 ,             620 ,      0.7097 ,  0.9829
        176 ,      63240000.0 ,                 660 ,                1850 ,            480 ,             650 ,      0.7385 ,  0.9838
        177 ,      53626500.0 ,                 650 ,                 270 ,            440 ,             570 ,      0.7719 ,  0.9792
        178 ,      51331500.0 ,                 680 ,                1650 ,            420 ,             610 ,      0.6885 ,  0.981
        179 ,      29733000.0 ,                 660 ,                 150 ,            400 ,             350 ,      1.1429 ,  0.9753
        180 ,      68340000.0 ,                 640 ,                2150 ,            480 ,             750 ,      0.64   ,  0.9792
        181 ,      65178000.0 ,                 620 ,                 580 ,            480 ,             700 ,      0.6857 ,  0.9804
        182 ,     113577000.0 ,                 670 ,                2030 ,            550 ,             990 ,      0.5556 ,  0.9866
        183 ,     110287500.0 ,                 660 ,                 540 ,            560 ,             950 ,      0.5895 ,  0.9872
        184 ,     122094000.0 ,                 670 ,                1580 ,            570 ,            1020 ,      0.5588 ,  0.9885
        185 ,      65841000.0 ,                 670 ,                1970 ,            490 ,             670 ,      0.7313 ,  0.9813
        186 ,      66070500.0 ,                 660 ,                 410 ,            510 ,             670 ,      0.7612 ,  0.9829
        187 ,      69028500.0 ,                 650 ,                1810 ,            480 ,             750 ,      0.64   ,  0.9829
        188 ,      52810500.0 ,                 630 ,                 250 ,            450 ,             550 ,      0.8182 ,  0.9808
        189 ,      90601500.0 ,                 680 ,                2160 ,            540 ,             820 ,      0.6585 ,  0.9805
        190 ,      94911000.0 ,                 660 ,                 640 ,            560 ,             860 ,      0.6512 ,  0.9841
        191 ,      91162500.0 ,                 670 ,                2180 ,            560 ,             820 ,      0.6829 ,  0.9746
        192 ,     106692000.0 ,                 650 ,                 700 ,            560 ,             970 ,      0.5773 ,  0.9797
        193 ,      58293000.0 ,                 610 ,                 950 ,            460 ,             690 ,      0.6667 ,  0.9794
        194 ,      72522000.0 ,                 630 ,                1390 ,            520 ,             750 ,      0.6933 ,  0.978
        195 ,      70074000.0 ,                 630 ,                 840 ,            470 ,             770 ,      0.6104 ,  0.9769
        196 ,      55258500.0 ,                 610 ,                1300 ,            420 ,             660 ,      0.6364 ,  0.9819
        197 ,      66708000.0 ,                 660 ,                1560 ,            440 ,             760 ,      0.5789 ,  0.985
        198 ,      70660500.0 ,                 640 ,                2150 ,            470 ,             750 ,      0.6267 ,  0.9802
        199 ,      69487500.0 ,                 630 ,                 570 ,            450 ,             740 ,      0.6081 ,  0.985
        200 ,      66453000.0 ,                 650 ,                1190 ,            490 ,             710 ,      0.6901 ,  0.983
        201 ,     100776000.0 ,                 660 ,                1650 ,            550 ,             900 ,      0.6111 ,  0.987
        202 ,      66019500.0 ,                 650 ,                 250 ,            530 ,             560 ,      0.9464 ,  0.9897
        203 ,      77520000.0 ,                 670 ,                2010 ,            530 ,             730 ,      0.726  ,  0.9833
